Tenure,Monthly Charges,Device Protection,Streaming TV,Tech Support,Internet Service,Online Security,Streaming Movies,Online Backup,Payment Method,Churn
52,95.65,No,No,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
46,85.0,No,No,No,Fiber optic,Yes,Yes,No,Electronic check,Yes
61,80.8,Yes,No,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
29,24.85,No,No,No,DSL,No,No,No,Mailed check,No
25,54.75,No,No,Yes,DSL,No,No,Yes,Credit card (automatic),No
5,85.75,No,Yes,Yes,Fiber optic,No,No,No,Electronic check,Yes
15,50.75,Yes,Yes,No,DSL,No,Yes,No,Electronic check,No
19,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
44,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
6,98.25,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
58,71.6,Yes,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
62,81.45,No,No,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
70,58.4,Yes,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
1,25.7,No,No,No,DSL,No,No,No,Mailed check,Yes
10,53.7,Yes,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
26,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
66,89.4,No,No,No,Fiber optic,No,Yes,Yes,Credit card (automatic),No
7,69.0,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
51,84.2,No,No,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
72,106.1,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Credit card (automatic),No
65,25.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
2,46.05,No,No,No,DSL,No,No,No,Bank transfer (automatic),Yes
70,64.95,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
72,85.45,Yes,Yes,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
1,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,76.4,No,No,No,Fiber optic,No,No,Yes,Mailed check,Yes
5,100.5,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
3,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
58,25.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
22,40.05,No,No,No,DSL,Yes,Yes,No,Mailed check,Yes
33,100.6,No,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
1,69.95,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
54,74.0,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
72,99.4,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
1,93.3,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
3,49.15,Yes,No,No,DSL,No,No,No,Electronic check,Yes
72,107.45,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
72,83.6,Yes,Yes,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
54,99.05,Yes,Yes,No,Fiber optic,No,Yes,No,Credit card (automatic),No
59,80.1,No,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
54,65.3,No,Yes,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
60,89.55,Yes,Yes,No,Fiber optic,No,No,No,Electronic check,No
60,60.8,Yes,Yes,Yes,DSL,No,Yes,Yes,Credit card (automatic),No
3,74.5,No,No,No,Fiber optic,No,No,No,Electronic check,No
69,99.15,No,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
1,19.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Electronic check,No
50,39.45,No,Yes,No,DSL,Yes,No,No,Credit card (automatic),No
56,44.85,No,Yes,No,DSL,No,Yes,No,Credit card (automatic),No
60,97.2,No,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
69,110.55,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Mailed check,No
1,35.05,No,No,No,DSL,No,Yes,No,Mailed check,Yes
1,73.0,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
3,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
60,76.95,No,Yes,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
13,35.4,Yes,No,Yes,DSL,No,No,No,Mailed check,No
62,20.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
45,96.75,No,No,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
25,54.2,Yes,Yes,Yes,DSL,No,Yes,No,Electronic check,No
44,100.1,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
2,45.25,No,No,No,DSL,No,No,No,Mailed check,No
33,83.85,Yes,No,No,Fiber optic,No,No,Yes,Credit card (automatic),Yes
1,70.1,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
22,20.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
35,33.45,Yes,No,Yes,DSL,No,No,No,Mailed check,No
29,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
27,85.9,Yes,No,No,Fiber optic,Yes,No,No,Electronic check,No
54,61.0,Yes,No,Yes,DSL,No,No,Yes,Electronic check,No
2,70.65,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
57,86.9,No,Yes,No,Fiber optic,No,No,No,Electronic check,No
62,69.4,Yes,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
15,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
70,104.3,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),No
21,44.95,No,No,No,DSL,No,No,No,Electronic check,No
23,49.45,No,No,Yes,DSL,No,No,No,Electronic check,No
6,20.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
4,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
3,99.0,Yes,Yes,No,Fiber optic,Yes,Yes,No,Credit card (automatic),Yes
23,93.5,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
26,54.55,No,Yes,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
8,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
26,83.95,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
2,79.45,No,No,No,Fiber optic,No,No,Yes,Electronic check,No
67,116.2,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),Yes
71,93.7,No,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
59,79.85,Yes,No,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
39,100.0,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
21,19.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
48,20.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
31,50.4,Yes,No,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
64,113.35,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
46,80.0,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),No
52,80.95,Yes,Yes,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
67,24.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
67,54.9,No,No,No,DSL,No,No,Yes,Electronic check,No
5,75.55,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
71,109.25,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
9,77.65,No,Yes,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
26,95.0,No,No,No,Fiber optic,Yes,Yes,Yes,Electronic check,Yes
71,116.3,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
32,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
2,70.35,No,No,No,Fiber optic,No,No,No,Electronic check,No
71,25.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
60,44.45,Yes,No,No,DSL,Yes,Yes,No,Electronic check,No
55,100.15,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
54,105.4,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),Yes
2,95.85,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
6,73.85,No,No,No,Fiber optic,No,No,No,Mailed check,No
48,70.1,Yes,No,No,DSL,Yes,Yes,Yes,Credit card (automatic),No
63,25.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,79.15,No,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
12,21.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
54,24.95,No,No,No,DSL,No,No,No,Bank transfer (automatic),No
30,64.5,Yes,Yes,Yes,DSL,No,No,No,Electronic check,No
30,19.65,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),Yes
4,79.0,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
40,105.95,Yes,Yes,Yes,Fiber optic,No,Yes,No,Credit card (automatic),No
9,75.85,No,No,Yes,Fiber optic,No,No,No,Electronic check,No
17,91.85,No,Yes,Yes,Fiber optic,Yes,No,No,Electronic check,Yes
62,43.6,Yes,No,No,DSL,No,Yes,Yes,Credit card (automatic),No
28,91.25,No,Yes,Yes,Fiber optic,No,No,Yes,Bank transfer (automatic),No
70,89.75,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Credit card (automatic),No
46,104.4,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
23,90.15,Yes,No,No,Fiber optic,No,Yes,No,Mailed check,No
47,40.3,Yes,No,Yes,DSL,Yes,No,No,Electronic check,No
68,105.25,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
60,106.0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
67,104.0,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
14,69.65,No,Yes,Yes,DSL,No,Yes,No,Electronic check,No
57,74.3,No,No,No,Fiber optic,No,No,No,Electronic check,No
55,100.9,No,Yes,No,Fiber optic,Yes,Yes,No,Mailed check,No
1,20.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,49.9,No,No,Yes,DSL,No,No,No,Mailed check,Yes
23,96.9,Yes,Yes,Yes,Fiber optic,No,No,No,Credit card (automatic),No
13,100.35,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,Yes
47,104.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
38,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
38,74.95,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),Yes
2,56.55,No,No,No,DSL,No,No,Yes,Credit card (automatic),No
1,49.25,No,No,Yes,DSL,No,No,No,Credit card (automatic),Yes
15,68.6,No,No,No,Fiber optic,No,No,No,Bank transfer (automatic),No
26,69.05,No,No,No,Fiber optic,No,No,No,Credit card (automatic),No
35,19.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
3,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
50,103.7,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,Yes
42,94.4,Yes,No,No,Fiber optic,Yes,Yes,No,Electronic check,No
10,54.95,No,No,Yes,DSL,Yes,No,No,Credit card (automatic),No
61,93.7,No,No,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
68,110.25,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),No
10,98.9,Yes,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,No
65,89.75,Yes,No,No,Fiber optic,Yes,No,Yes,Electronic check,Yes
72,80.45,Yes,Yes,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
55,79.4,No,No,Yes,Fiber optic,No,No,Yes,Electronic check,No
1,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
7,62.8,Yes,No,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
2,74.9,No,No,No,Fiber optic,No,No,No,Mailed check,No
9,74.85,No,No,No,Fiber optic,Yes,No,No,Electronic check,No
27,25.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
7,101.95,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
64,68.3,Yes,No,Yes,DSL,No,Yes,Yes,Mailed check,No
70,48.4,Yes,No,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
2,94.0,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
67,105.05,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
45,89.3,No,Yes,No,Fiber optic,No,No,Yes,Credit card (automatic),Yes
24,25.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
4,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
44,92.95,Yes,Yes,No,Fiber optic,No,Yes,No,Bank transfer (automatic),No
72,20.7,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,74.3,No,No,No,Fiber optic,No,No,Yes,Credit card (automatic),Yes
66,19.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,44.65,No,No,Yes,DSL,No,Yes,Yes,Mailed check,Yes
13,84.05,No,No,No,Fiber optic,Yes,Yes,No,Electronic check,Yes
10,80.7,No,No,No,Fiber optic,No,No,Yes,Bank transfer (automatic),Yes
65,104.35,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
1,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
38,74.05,Yes,Yes,Yes,DSL,Yes,No,Yes,Electronic check,No
23,40.1,Yes,No,Yes,DSL,Yes,No,No,Mailed check,No
10,20.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
4,101.7,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
72,83.55,Yes,Yes,Yes,DSL,Yes,Yes,No,Credit card (automatic),No
35,56.85,No,No,Yes,DSL,No,No,Yes,Electronic check,No
1,20.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
58,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
70,106.15,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
38,78.95,Yes,Yes,No,DSL,No,Yes,Yes,Credit card (automatic),No
60,49.75,No,Yes,No,DSL,No,Yes,Yes,Electronic check,No
26,92.4,No,Yes,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
8,58.2,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
41,102.6,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
36,91.95,No,Yes,No,Fiber optic,No,No,Yes,Credit card (automatic),No
54,65.25,Yes,No,Yes,DSL,No,Yes,No,Bank transfer (automatic),No
71,106.0,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes
55,73.1,No,No,No,Fiber optic,No,No,No,Electronic check,No
72,59.75,No,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
3,55.1,No,No,Yes,DSL,Yes,No,No,Mailed check,Yes
54,59.8,Yes,No,No,DSL,No,No,Yes,Bank transfer (automatic),No
72,116.6,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
52,109.3,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
60,101.4,No,Yes,No,Fiber optic,Yes,Yes,No,Bank transfer (automatic),No
39,50.65,Yes,Yes,No,DSL,No,Yes,No,Credit card (automatic),No
15,56.15,No,Yes,No,DSL,No,No,No,Mailed check,No
69,106.5,Yes,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
43,19.2,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
63,83.0,Yes,Yes,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
2,70.1,No,No,No,Fiber optic,No,No,No,Electronic check,No
72,108.3,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
32,91.05,Yes,No,No,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
40,25.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
58,45.35,No,Yes,No,DSL,Yes,No,Yes,Electronic check,No
67,43.9,No,Yes,Yes,DSL,Yes,No,No,Electronic check,No
51,77.5,No,No,No,Fiber optic,Yes,No,No,Electronic check,Yes
31,79.3,Yes,Yes,Yes,DSL,No,Yes,No,Mailed check,No
69,84.9,No,No,No,Fiber optic,Yes,No,Yes,Credit card (automatic),No
32,79.25,No,No,Yes,Fiber optic,No,No,No,Electronic check,No
21,71.05,No,Yes,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
52,53.75,Yes,No,No,DSL,Yes,No,No,Electronic check,No
72,24.25,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
72,54.2,Yes,Yes,No,DSL,No,Yes,Yes,Electronic check,Yes
52,44.25,Yes,No,No,DSL,Yes,Yes,No,Bank transfer (automatic),No
41,50.05,No,No,Yes,DSL,No,No,No,Bank transfer (automatic),No
41,20.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
6,69.25,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
67,69.35,Yes,No,Yes,DSL,Yes,No,Yes,Credit card (automatic),No
16,19.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
17,19.15,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
35,61.0,Yes,No,No,DSL,Yes,No,Yes,Mailed check,No
58,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
1,50.5,Yes,No,No,DSL,No,No,No,Electronic check,Yes
52,50.2,Yes,Yes,Yes,DSL,No,No,Yes,Mailed check,No
70,79.6,Yes,Yes,Yes,DSL,Yes,Yes,No,Bank transfer (automatic),No
19,24.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
1,74.4,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
35,106.9,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Electronic check,No
32,101.35,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
17,55.35,No,No,Yes,DSL,Yes,No,No,Credit card (automatic),No
67,50.55,No,No,No,DSL,No,No,Yes,Credit card (automatic),No
9,19.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
31,79.45,No,Yes,Yes,DSL,No,Yes,Yes,Mailed check,Yes
4,90.65,No,Yes,No,Fiber optic,Yes,No,No,Electronic check,No
58,89.85,No,No,Yes,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
60,79.0,Yes,Yes,Yes,DSL,Yes,Yes,No,Mailed check,No
58,104.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,Electronic check,Yes
1,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
27,19.9,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
66,116.25,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Electronic check,No
15,87.75,No,Yes,No,Fiber optic,Yes,No,No,Bank transfer (automatic),No
47,100.05,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
41,81.3,No,No,No,Fiber optic,Yes,No,No,Credit card (automatic),No
59,44.3,No,Yes,No,DSL,No,Yes,No,Electronic check,No
50,70.35,No,No,No,Fiber optic,No,No,No,Credit card (automatic),No
17,44.45,Yes,Yes,No,DSL,Yes,No,No,Credit card (automatic),No
6,49.15,No,No,No,DSL,Yes,No,No,Electronic check,No
51,29.45,No,No,No,DSL,No,No,Yes,Credit card (automatic),No
44,100.55,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,Yes
49,85.3,No,Yes,No,Fiber optic,No,No,Yes,Credit card (automatic),No
2,95.65,No,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,Yes
59,69.1,No,No,Yes,DSL,Yes,Yes,No,Mailed check,No
50,70.35,No,Yes,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
59,20.6,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
18,74.15,No,No,No,Fiber optic,No,No,No,Mailed check,No
10,75.05,No,No,No,Fiber optic,No,No,No,Electronic check,No
14,44.6,No,No,No,DSL,No,No,No,Electronic check,No
35,21.45,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
8,43.45,No,No,No,DSL,No,No,No,Mailed check,No
18,20.05,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
60,94.15,No,Yes,No,Fiber optic,Yes,No,Yes,Bank transfer (automatic),No
1,94.4,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
6,19.55,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
19,75.9,No,Yes,Yes,DSL,Yes,No,Yes,Mailed check,No
53,64.15,No,No,Yes,DSL,Yes,No,Yes,Bank transfer (automatic),No
72,109.55,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),No
60,110.8,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Credit card (automatic),No
1,55.0,No,Yes,No,DSL,No,No,No,Credit card (automatic),Yes
13,53.45,Yes,No,Yes,DSL,No,No,No,Mailed check,No
5,69.95,No,No,No,Fiber optic,No,No,No,Credit card (automatic),No
1,101.45,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
13,97.0,Yes,Yes,No,Fiber optic,No,Yes,No,Electronic check,No
37,90.6,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Bank transfer (automatic),No
64,73.55,No,No,No,Fiber optic,Yes,No,No,Mailed check,No
5,67.95,Yes,Yes,Yes,DSL,No,No,No,Bank transfer (automatic),Yes
61,94.35,No,No,Yes,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
1,69.5,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
1,18.85,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,Yes
26,19.4,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
1,69.2,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
24,19.75,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
17,54.6,Yes,Yes,Yes,DSL,No,Yes,No,Electronic check,No
26,29.8,Yes,No,No,DSL,No,No,No,Mailed check,No
1,69.65,No,No,No,Fiber optic,No,No,No,Electronic check,Yes
40,101.85,No,Yes,No,Fiber optic,Yes,Yes,No,Electronic check,Yes
52,103.05,Yes,Yes,No,Fiber optic,No,Yes,Yes,Electronic check,No
1,82.3,Yes,No,No,Fiber optic,No,No,Yes,Electronic check,Yes
1,20.3,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
21,35.1,No,No,Yes,DSL,Yes,No,No,Mailed check,No
67,105.7,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),No
44,56.25,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
70,60.35,Yes,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
3,79.25,No,Yes,No,Fiber optic,No,No,No,Electronic check,Yes
56,59.8,Yes,No,No,DSL,Yes,No,Yes,Bank transfer (automatic),No
13,84.6,No,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
58,93.4,No,No,No,Fiber optic,Yes,Yes,Yes,Bank transfer (automatic),Yes
42,94.2,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
1,25.05,No,No,No,DSL,No,No,No,Electronic check,Yes
46,99.65,Yes,No,Yes,Fiber optic,Yes,Yes,No,Mailed check,No
63,50.65,No,No,No,DSL,Yes,No,No,Bank transfer (automatic),No
11,60.9,Yes,No,Yes,DSL,No,No,Yes,Electronic check,No
15,59.65,Yes,No,Yes,DSL,No,No,No,Bank transfer (automatic),No
72,64.7,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Electronic check,No
29,25.1,No,No,No,DSL,No,No,No,Credit card (automatic),Yes
1,48.95,Yes,No,No,DSL,No,No,No,Electronic check,Yes
6,54.85,No,Yes,No,DSL,No,No,No,Electronic check,No
1,45.3,No,No,No,DSL,No,No,No,Electronic check,Yes
63,91.35,No,No,No,Fiber optic,No,Yes,Yes,Electronic check,No
2,85.85,Yes,No,No,Fiber optic,No,Yes,No,Electronic check,Yes
18,25.1,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
43,34.0,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
15,45.9,Yes,No,Yes,DSL,Yes,No,Yes,Mailed check,No
10,95.2,No,Yes,No,Fiber optic,No,Yes,No,Electronic check,Yes
55,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
49,100.6,No,Yes,Yes,Fiber optic,No,Yes,No,Bank transfer (automatic),Yes
6,55.3,Yes,No,No,DSL,No,No,Yes,Mailed check,Yes
70,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Credit card (automatic),No
2,74.85,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
63,36.1,No,No,Yes,DSL,Yes,No,No,Bank transfer (automatic),No
25,65.8,No,No,Yes,DSL,No,Yes,Yes,Bank transfer (automatic),No
18,20.35,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Bank transfer (automatic),No
28,105.8,No,Yes,Yes,Fiber optic,No,Yes,Yes,Electronic check,No
53,96.75,No,No,Yes,Fiber optic,Yes,Yes,Yes,Mailed check,No
35,102.35,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes
1,24.4,No,No,No,DSL,No,No,No,Mailed check,No
70,115.65,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Credit card (automatic),Yes
2,79.85,Yes,No,Yes,Fiber optic,No,No,No,Electronic check,Yes
26,73.05,No,Yes,Yes,DSL,No,Yes,Yes,Electronic check,No
34,64.35,No,No,No,DSL,Yes,Yes,Yes,Electronic check,No
19,20.5,No internet service,No internet service,No internet service,No,No internet service,No internet service,No internet service,Mailed check,No
15,76.0,No,No,No,Fiber optic,No,No,No,Mailed check,Yes
62,54.75,Yes,No,No,DSL,Yes,No,No,Credit card (automatic),No
42,104.75,Yes,Yes,No,Fiber optic,No,Yes,Yes,Bank transfer (automatic),Yes
9,74.65,No,Yes,No,DSL,Yes,Yes,Yes,Electronic check,Yes
